run_id,context.trace_id,context.span_id,parent_id,name,span_kind,span_type,node,start_time,end_time,latency_ms,tokens_in,tokens_out,cost_usd,status_code
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,56a04f747651e31d,d2d74c04507b33d3,lookup_policy,TOOL,tool,,2026-09-19 13:14:05.339172+00:00,2026-09-19 13:14:05.349272+00:00,10.1,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,eafd96b92ae5ddaf,001e7e49621ef994,RunnableSequence,CHAIN,other,classifier,2026-09-19 13:14:09.501905+00:00,2026-09-19 13:14:10.303424+00:00,801.519,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,c9d0bc4c6e916434,eafd96b92ae5ddaf,ChatGoogleGenerativeAI,LLM,thinking,classifier,2026-09-19 13:14:09.506240+00:00,2026-09-19 13:14:10.297119+00:00,790.879,606.0,48.0,0.00030179999999999996,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,644e39f24c35d265,eafd96b92ae5ddaf,PydanticOutputParser,CHAIN,other,classifier,2026-09-19 13:14:10.299221+00:00,2026-09-19 13:14:10.302377+00:00,3.156,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,c2f47f34f404197e,91f7591b7b612601,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:10.309198+00:00,2026-09-19 13:14:10.313336+00:00,4.138,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,48bd05a61d7192b0,c2f47f34f404197e,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:10.310246+00:00,2026-09-19 13:14:10.312321+00:00,2.075,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,46645b284a5eb77f,91f7591b7b612601,coverage,CHAIN,acting,coverage,2026-09-19 13:14:10.315412+00:00,2026-09-19 13:14:15.484215+00:00,5168.803,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,c2a6ca7793ecbeac,d2d74c04507b33d3,validate_coverage_window,TOOL,tool,,2026-09-19 13:14:10.316425+00:00,2026-09-19 13:14:10.329181+00:00,12.756,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,d1d8d969a060a302,d2d74c04507b33d3,retrieve_policy_clauses,TOOL,tool,,2026-09-19 13:14:10.330300+00:00,2026-09-19 13:14:11.966615+00:00,1636.315,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,792b1bc56688251e,d2d74c04507b33d3,retrieve_policy_clauses,TOOL,tool,,2026-09-19 13:14:11.967621+00:00,2026-09-19 13:14:12.000759+00:00,33.138,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,a962d6d097b0d96d,46645b284a5eb77f,RunnableSequence,CHAIN,other,coverage,2026-09-19 13:14:14.497582+00:00,2026-09-19 13:14:15.482147+00:00,984.565,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,1ff4c52901d8d8d5,a962d6d097b0d96d,ChatGoogleGenerativeAI,LLM,thinking,coverage,2026-09-19 13:14:14.501176+00:00,2026-09-19 13:14:15.478939+00:00,977.763,1271.0,112.0,0.0006613,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,59836e64bebc9b7a,a962d6d097b0d96d,PydanticOutputParser,CHAIN,other,coverage,2026-09-19 13:14:15.481141+00:00,2026-09-19 13:14:15.482147+00:00,1.006,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,e29fd1fdafe7a723,91f7591b7b612601,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:15.486533+00:00,2026-09-19 13:14:15.489774+00:00,3.241,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,f7c29fc4758e5a70,e29fd1fdafe7a723,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:15.487698+00:00,2026-09-19 13:14:15.488751+00:00,1.053,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,cf5499d37b781cf6,91f7591b7b612601,fraud,CHAIN,acting,fraud,2026-09-19 13:14:15.491858+00:00,2026-09-19 13:14:20.097252+00:00,4605.394,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,4a0a73eb5c081201,d2d74c04507b33d3,check_claim_history,TOOL,tool,,2026-09-19 13:14:15.493150+00:00,2026-09-19 13:14:15.506502+00:00,13.351999999999999,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,b7cbc8fb708130dc,cf5499d37b781cf6,RunnableSequence,CHAIN,other,fraud,2026-09-19 13:14:19.504352+00:00,2026-09-19 13:14:20.095050+00:00,590.698,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,52fca28808a6632c,b7cbc8fb708130dc,ChatGoogleGenerativeAI,LLM,thinking,fraud,2026-09-19 13:14:19.507011+00:00,2026-09-19 13:14:20.092057+00:00,585.0459999999999,582.0,9.0,0.00019709999999999997,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,10aec90b549944b0,b7cbc8fb708130dc,PydanticOutputParser,CHAIN,other,fraud,2026-09-19 13:14:20.093054+00:00,2026-09-19 13:14:20.094052+00:00,0.998,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,e5006d57a42bdec7,91f7591b7b612601,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:20.098760+00:00,2026-09-19 13:14:20.102862+00:00,4.101999999999999,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,7ad5f09eb811b267,e5006d57a42bdec7,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:20.099792+00:00,2026-09-19 13:14:20.101857+00:00,2.065,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,da4b5b053b00c514,91f7591b7b612601,router,CHAIN,acting,router,2026-09-19 13:14:20.104898+00:00,2026-09-19 13:14:20.109140+00:00,4.242,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,6869589bd0e5fa74,da4b5b053b00c514,route_from_router,CHAIN,other,router,2026-09-19 13:14:20.106935+00:00,2026-09-19 13:14:20.108035+00:00,1.1,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,fb0afbaecabef536,91f7591b7b612601,finalize,CHAIN,acting,finalize,2026-09-19 13:14:20.111168+00:00,2026-09-19 13:14:20.143524+00:00,32.356,0.0,0.0,0.0,OK
run-28184ad47492,20996bbd9e5680a9d9f6c41155d22d82,118b006dd75024f3,91f7591b7b612601,output_guard,CHAIN,acting,output_guard,2026-09-19 13:14:20.147096+00:00,2026-09-19 13:14:20.179060+00:00,31.964,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,97852bd215fe4938,,triage_claim,CHAIN,end_to_end,,2026-09-19 13:14:20.201778+00:00,2026-09-19 13:14:45.259992+00:00,25058.214,0.0,0.0,0.0,UNSET
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,b5485d63e86b7dfd,97852bd215fe4938,LangGraph,CHAIN,other,,2026-09-19 13:14:20.202775+00:00,2026-09-19 13:14:45.257903+00:00,25055.128,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,c21ea0cd4886d64d,b5485d63e86b7dfd,input_guard,CHAIN,acting,input_guard,2026-09-19 13:14:20.206942+00:00,2026-09-19 13:14:20.231949+00:00,25.007,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,a22a8e50b38804c0,c21ea0cd4886d64d,route_from_input_guard,CHAIN,other,input_guard,2026-09-19 13:14:20.229955+00:00,2026-09-19 13:14:20.230953+00:00,0.998,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,33392936ab00b690,b5485d63e86b7dfd,ingest,CHAIN,acting,ingest,2026-09-19 13:14:20.233944+00:00,2026-09-19 13:14:20.281551+00:00,47.607,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,a7e5b56972a019c3,33392936ab00b690,route_from_ingest,CHAIN,other,ingest,2026-09-19 13:14:20.279478+00:00,2026-09-19 13:14:20.280515+00:00,1.037,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,7cb3f3db3e48582d,b5485d63e86b7dfd,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:20.283903+00:00,2026-09-19 13:14:25.263645+00:00,4979.742,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,c513a8b38a9a2633,7cb3f3db3e48582d,RunnableSequence,CHAIN,other,supervisor,2026-09-19 13:14:24.493277+00:00,2026-09-19 13:14:25.257266+00:00,763.989,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,09027795b754d4f9,c513a8b38a9a2633,ChatGoogleGenerativeAI,LLM,thinking,supervisor,2026-09-19 13:14:24.497088+00:00,2026-09-19 13:14:25.252070+00:00,754.9820000000001,718.0,62.0,0.0003704,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,c13671e43b99c3ea,c513a8b38a9a2633,PydanticOutputParser,CHAIN,other,supervisor,2026-09-19 13:14:25.254137+00:00,2026-09-19 13:14:25.256222+00:00,2.085,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,06f18e4f6ccaa13c,7cb3f3db3e48582d,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:25.260483+00:00,2026-09-19 13:14:25.262585+00:00,2.1020000000000003,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,acfd0830ae1f5d92,b5485d63e86b7dfd,classifier,CHAIN,acting,classifier,2026-09-19 13:14:25.265870+00:00,2026-09-19 13:14:30.199965+00:00,4934.095,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,47a890e1d34bba3c,97852bd215fe4938,lookup_policy,TOOL,tool,,2026-09-19 13:14:25.267954+00:00,2026-09-19 13:14:25.282051+00:00,14.097,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,3a5903e75579af7f,acfd0830ae1f5d92,RunnableSequence,CHAIN,other,classifier,2026-09-19 13:14:29.491182+00:00,2026-09-19 13:14:30.198929+00:00,707.7470000000001,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,983c183b18cce5c1,3a5903e75579af7f,ChatGoogleGenerativeAI,LLM,thinking,classifier,2026-09-19 13:14:29.493607+00:00,2026-09-19 13:14:30.195693+00:00,702.086,755.0,75.0,0.000414,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,8d007a51246f374b,3a5903e75579af7f,PydanticOutputParser,CHAIN,other,classifier,2026-09-19 13:14:30.196737+00:00,2026-09-19 13:14:30.197797+00:00,1.06,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,257fdad9a28cc46c,b5485d63e86b7dfd,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:30.200999+00:00,2026-09-19 13:14:30.203469+00:00,2.4699999999999998,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,2568409621f05962,257fdad9a28cc46c,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:30.202434+00:00,2026-09-19 13:14:30.202434+00:00,0.0,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,dbc20d95588c3f92,b5485d63e86b7dfd,coverage,CHAIN,acting,coverage,2026-09-19 13:14:30.204503+00:00,2026-09-19 13:14:40.431251+00:00,10226.748000000001,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,2aec4db6736fde20,97852bd215fe4938,validate_coverage_window,TOOL,tool,,2026-09-19 13:14:30.204504+00:00,2026-09-19 13:14:30.211446+00:00,6.942,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,e3e88ae7a83c8cad,97852bd215fe4938,retrieve_policy_clauses,TOOL,tool,,2026-09-19 13:14:30.211446+00:00,2026-09-19 13:14:30.238869+00:00,27.423,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,8147c901e6dd4533,97852bd215fe4938,retrieve_policy_clauses,TOOL,tool,,2026-09-19 13:14:30.239874+00:00,2026-09-19 13:14:30.273817+00:00,33.943,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,5b54812582ac63f0,dbc20d95588c3f92,RunnableSequence,CHAIN,other,coverage,2026-09-19 13:14:34.502113+00:00,2026-09-19 13:14:35.400564+00:00,898.451,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,adbac4b090c849d4,5b54812582ac63f0,ChatGoogleGenerativeAI,LLM,thinking,coverage,2026-09-19 13:14:34.503189+00:00,2026-09-19 13:14:35.397201+00:00,894.0120000000001,1281.0,102.0,0.0006393,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,9557cb4eeadfa5ec,5b54812582ac63f0,PydanticOutputParser,CHAIN,other,coverage,2026-09-19 13:14:35.398243+00:00,2026-09-19 13:14:35.399529+00:00,1.286,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,6fa0761d4d4d8c9d,dbc20d95588c3f92,RunnableSequence,CHAIN,other,coverage,2026-09-19 13:14:39.498150+00:00,2026-09-19 13:14:40.429257+00:00,931.107,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,6a0f8e69f3f74c82,6fa0761d4d4d8c9d,ChatGoogleGenerativeAI,LLM,thinking,coverage,2026-09-19 13:14:39.500155+00:00,2026-09-19 13:14:40.426264+00:00,926.1089999999999,1443.0,107.0,0.0007004,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,3ae6c4648f1e4d5b,6fa0761d4d4d8c9d,PydanticOutputParser,CHAIN,other,coverage,2026-09-19 13:14:40.427265+00:00,2026-09-19 13:14:40.428259+00:00,0.9940000000000001,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,31b613594f2e5871,b5485d63e86b7dfd,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:40.433247+00:00,2026-09-19 13:14:40.437234+00:00,3.987,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,c8e45acff0b9f7b2,31b613594f2e5871,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:40.435241+00:00,2026-09-19 13:14:40.436238+00:00,0.9970000000000001,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,3ed42bf25f767dfb,b5485d63e86b7dfd,fraud,CHAIN,acting,fraud,2026-09-19 13:14:40.438232+00:00,2026-09-19 13:14:45.157717+00:00,4719.485,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,305d8644ce8a6072,97852bd215fe4938,check_claim_history,TOOL,tool,,2026-09-19 13:14:40.439230+00:00,2026-09-19 13:14:40.450201+00:00,10.971,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,f3bb6aa5fd31647e,3ed42bf25f767dfb,RunnableSequence,CHAIN,other,fraud,2026-09-19 13:14:44.489768+00:00,2026-09-19 13:14:45.154635+00:00,664.867,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,c44c91cce5e0304f,f3bb6aa5fd31647e,ChatGoogleGenerativeAI,LLM,thinking,fraud,2026-09-19 13:14:44.490919+00:00,2026-09-19 13:14:45.149397+00:00,658.478,604.0,5.0,0.0001937,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,80a9734ba77a36a0,f3bb6aa5fd31647e,PydanticOutputParser,CHAIN,other,fraud,2026-09-19 13:14:45.151492+00:00,2026-09-19 13:14:45.153594+00:00,2.1020000000000003,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,eb7a98d5e420f651,b5485d63e86b7dfd,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:45.159276+00:00,2026-09-19 13:14:45.164210+00:00,4.934,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,3ae7949cf5c1bad4,eb7a98d5e420f651,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:45.161881+00:00,2026-09-19 13:14:45.162884+00:00,1.003,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,964df6973a921575,b5485d63e86b7dfd,router,CHAIN,acting,router,2026-09-19 13:14:45.165720+00:00,2026-09-19 13:14:45.169339+00:00,3.6189999999999998,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,0f09f4fc009c6aa9,964df6973a921575,route_from_router,CHAIN,other,router,2026-09-19 13:14:45.167271+00:00,2026-09-19 13:14:45.168299+00:00,1.028,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,000caeb28bb7a5dc,b5485d63e86b7dfd,finalize,CHAIN,acting,finalize,2026-09-19 13:14:45.170357+00:00,2026-09-19 13:14:45.196215+00:00,25.858,0.0,0.0,0.0,OK
run-28184ad47492,475ff3c8e64f614341cc65ec32042225,02f434a665e24017,b5485d63e86b7dfd,output_guard,CHAIN,acting,output_guard,2026-09-19 13:14:45.198591+00:00,2026-09-19 13:14:45.238430+00:00,39.839,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,d88f019ccf9a70b4,,triage_claim,CHAIN,end_to_end,,2026-09-19 13:14:45.263981+00:00,2026-09-19 13:15:05.113020+00:00,19849.039,0.0,0.0,0.0,UNSET
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,8acda1817db2cdf4,d88f019ccf9a70b4,LangGraph,CHAIN,other,,2026-09-19 13:14:45.264977+00:00,2026-09-19 13:15:05.112013+00:00,19847.036,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,039bee7d231b263e,8acda1817db2cdf4,input_guard,CHAIN,acting,input_guard,2026-09-19 13:14:45.266972+00:00,2026-09-19 13:14:45.293567+00:00,26.595,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,a3e11961f1e76fe4,039bee7d231b263e,route_from_input_guard,CHAIN,other,input_guard,2026-09-19 13:14:45.291216+00:00,2026-09-19 13:14:45.292258+00:00,1.042,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,5c08ce3a22417bfa,8acda1817db2cdf4,ingest,CHAIN,acting,ingest,2026-09-19 13:14:45.294805+00:00,2026-09-19 13:14:45.339141+00:00,44.336,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,8c81b9df5538932f,5c08ce3a22417bfa,route_from_ingest,CHAIN,other,ingest,2026-09-19 13:14:45.336083+00:00,2026-09-19 13:14:45.337591+00:00,1.508,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,25029c5572190ae5,8acda1817db2cdf4,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:45.340167+00:00,2026-09-19 13:14:50.389821+00:00,5049.654,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,35efb933680a89d0,25029c5572190ae5,RunnableSequence,CHAIN,other,supervisor,2026-09-19 13:14:49.496344+00:00,2026-09-19 13:14:50.380292+00:00,883.948,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,fdabb79677343291,35efb933680a89d0,ChatGoogleGenerativeAI,LLM,thinking,supervisor,2026-09-19 13:14:49.501567+00:00,2026-09-19 13:14:50.367604+00:00,866.0369999999999,660.0,59.0,0.0003455,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,a2640014a367727b,35efb933680a89d0,PydanticOutputParser,CHAIN,other,supervisor,2026-09-19 13:14:50.371889+00:00,2026-09-19 13:14:50.377071+00:00,5.182,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,3af2f42178990b55,25029c5572190ae5,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:50.384471+00:00,2026-09-19 13:14:50.387551+00:00,3.0799999999999996,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,96fb7a341cf6f180,8acda1817db2cdf4,classifier,CHAIN,acting,classifier,2026-09-19 13:14:50.392318+00:00,2026-09-19 13:14:55.379524+00:00,4987.205999999999,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,015f4c340e915fb9,96fb7a341cf6f180,RunnableSequence,CHAIN,other,classifier,2026-09-19 13:14:54.495577+00:00,2026-09-19 13:14:55.378482+00:00,882.9050000000001,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,42928a5aaecb5eea,015f4c340e915fb9,ChatGoogleGenerativeAI,LLM,thinking,classifier,2026-09-19 13:14:54.497572+00:00,2026-09-19 13:14:55.376392+00:00,878.82,697.0,65.0,0.0003716,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,a3ff9ecd933449cc,015f4c340e915fb9,PydanticOutputParser,CHAIN,other,classifier,2026-09-19 13:14:55.377441+00:00,2026-09-19 13:14:55.377441+00:00,0.0,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,4c45b9d19ac88fb2,8acda1817db2cdf4,supervisor,CHAIN,acting,supervisor,2026-09-19 13:14:55.380759+00:00,2026-09-19 13:14:55.383129+00:00,2.37,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,3a99c5086cb52548,4c45b9d19ac88fb2,route_from_supervisor,CHAIN,other,supervisor,2026-09-19 13:14:55.381968+00:00,2026-09-19 13:14:55.383129+00:00,1.161,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,7a57868c4129fe0b,8acda1817db2cdf4,coverage,CHAIN,acting,coverage,2026-09-19 13:14:55.385269+00:00,2026-09-19 13:15:00.430574+00:00,5045.305,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,b0b1b75bc878beb6,d88f019ccf9a70b4,validate_coverage_window,TOOL,tool,,2026-09-19 13:14:55.386781+00:00,2026-09-19 13:14:55.394526+00:00,7.745,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,31c5e26d72cf8d32,d88f019ccf9a70b4,retrieve_policy_clauses,TOOL,tool,,2026-09-19 13:14:55.394526+00:00,2026-09-19 13:14:55.420394+00:00,25.868,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,4bf33288165cb6ad,d88f019ccf9a70b4,retrieve_policy_clauses,TOOL,tool,,2026-09-19 13:14:55.420394+00:00,2026-09-19 13:14:55.451829+00:00,31.435,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,6f1544959aaaedc0,7a57868c4129fe0b,RunnableSequence,CHAIN,other,coverage,2026-09-19 13:14:59.491286+00:00,2026-09-19 13:15:00.429528+00:00,938.2420000000001,0.0,0.0,0.0,OK
run-28184ad47492,e9bfbac6ba847f3e6ece878d97b7a1f9,3b56086e53468f92,6f1544959aaaedc0,ChatGoogleGenerativeAI,LLM,thinking,coverage,2026-09-19 13:14:59.494665+00:00,2026-09-19 13:15:00.425365+00:00,930.6999999999999,1302.0,125.0,0.0007030999999999999,OK
